Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,50.70,507,493,354081,0.1563,9.80,43.15,-394,0,0.38,2.86,36.7,1,134085,100
2000,51.90,519,481,355827,0.1529,9.88,43.24,-264,0,0.38,2.83,37.5,2,134770,200
3000,50.10,501,499,357656,0.1496,9.95,43.33,-471,0,0.38,2.80,39.5,2,135488,309
4000,50.60,506,494,359506,0.1463,10.02,43.41,-424,0,0.38,2.85,38.6,2,136214,413
5000,52.90,529,471,361320,0.1430,10.09,43.50,-177,0,0.39,2.82,37.8,2,136926,513
6000,50.70,507,493,363083,0.1396,10.16,43.57,-410,0,0.39,2.80,37.0,1,137618,623
7000,51.30,513,487,364837,0.1362,10.23,43.66,-349,0,0.40,2.84,37.2,1,138306,743
8000,50.90,509,491,366663,0.1329,10.30,43.73,-384,0,0.40,2.86,38.7,2,139023,878
9000,50.10,501,499,368283,0.1292,10.38,43.82,-471,0,0.41,2.83,39.9,2,139658,1029
10000,48.70,487,513,370017,0.1258,10.45,43.91,-632,0,0.41,2.81,37.8,1,140339,1215
