Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,49.00,490,510,311943,0.2170,8.34,41.16,-594,0,0.48,2.80,39.1,2,117547,121
2000,50.10,501,499,314308,0.2140,8.42,41.29,-480,0,0.47,2.79,38.3,1,118475,240
3000,48.40,484,516,316608,0.2110,8.49,41.41,-668,0,0.47,2.77,38.1,1,119378,359
4000,50.70,507,493,318749,0.2080,8.57,41.53,-425,0,0.40,2.77,37.4,1,120218,460
5000,53.20,532,468,321010,0.2050,8.64,41.65,-148,0,0.49,2.92,36.9,0,121105,588
6000,48.20,482,518,323232,0.2020,8.71,41.75,-675,0,0.50,2.81,35.5,0,121977,711
7000,54.10,541,459,325499,0.1990,8.79,41.84,-47,0,0.51,2.85,38.9,2,122867,850
8000,49.30,493,507,327704,0.1960,8.86,41.96,-568,0,0.52,2.81,38.3,1,123732,1012
9000,51.10,511,489,330050,0.1930,8.93,42.04,-394,0,0.53,2.77,36.7,0,124653,1174
10000,49.20,492,508,332220,0.1900,8.99,42.16,-578,0,0.53,2.86,35.4,0,125505,1353
