Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,56.10,561,439,415871,0.0500,12.63,45.97,169,0,0.33,2.80,36.9,1,158344,88
2000,55.60,556,444,417211,0.0500,12.70,46.02,131,0,0.33,2.93,38.1,1,158870,175
3000,56.90,569,431,418541,0.0500,12.76,46.08,261,0,0.33,2.91,36.8,1,159393,261
4000,58.90,589,411,419668,0.0500,12.83,46.14,497,0,0.32,2.91,39.2,3,159835,351
5000,56.50,565,435,421163,0.0500,12.90,46.20,264,0,0.32,2.91,44.4,7,160422,451
6000,54.40,544,456,422441,0.0500,12.97,46.25,9,0,0.33,2.94,41.2,3,160924,551
7000,55.60,556,444,423790,0.0500,13.04,46.32,124,1,0.33,2.93,40.3,3,161454,654
8000,57.10,571,429,425129,0.0500,13.10,46.37,300,0,0.34,2.99,38.4,1,161979,760
9000,57.00,570,430,426325,0.0500,13.17,46.43,296,0,0.33,2.95,40.8,4,162449,885
10000,53.70,537,463,427603,0.0500,13.25,46.50,-73,0,0.33,2.85,43.8,5,162951,1039
