Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,51.4,0.030,-5697,0,16.20,42.9,386966
1000,50.8,0.030,-23050,0,16.23,42.9,387378
1500,50.2,0.030,-46322,0,16.26,43.0,387732
2000,49.0,0.030,-84484,0,16.29,43.0,388151
2500,50.0,0.030,-117135,0,16.31,43.0,388616
3000,51.8,0.030,-114504,0,16.34,43.0,389002
3500,51.6,0.030,-128073,0,16.37,43.0,389359
4000,47.6,0.030,-200739,0,16.40,43.0,389807
4500,51.0,0.030,-218221,0,16.43,43.1,390249
5000,49.2,0.030,-259118,0,16.45,43.1,390692
5500,52.4,0.030,-251796,0,16.48,43.1,391222
6000,51.6,0.030,-255628,0,16.51,43.1,391577
6500,52.2,0.030,-241693,0,16.54,43.1,392014
7000,49.6,0.030,-294459,0,16.56,43.1,392396
7500,49.8,0.030,-337542,0,16.59,43.2,392817
8000,49.0,0.030,-389840,0,16.62,43.2,393230
8500,47.6,0.030,-460147,0,16.64,43.2,393692
9000,52.0,0.030,-446906,0,16.66,43.2,394089
9500,50.2,0.030,-478791,0,16.69,43.2,394480
10000,50.4,0.030,-495270,0,16.72,43.2,394850
