Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,47.6,0.030,-78400,0,15.65,42.5,378790
1000,48.0,0.030,-142221,0,15.67,42.5,379189
1500,47.4,0.030,-211416,0,15.70,42.6,379630
2000,50.2,0.030,-240770,0,15.73,42.6,380077
2500,51.0,0.030,-253683,0,15.76,42.6,380454
3000,53.6,0.030,-236226,0,15.79,42.6,380864
3500,50.6,0.030,-257846,0,15.81,42.6,381277
4000,46.6,0.030,-334392,0,15.84,42.7,381667
4500,52.0,0.030,-315694,0,15.87,42.7,382034
5000,52.2,0.030,-313704,0,15.90,42.7,382447
5500,54.0,0.030,-268299,0,15.92,42.7,382858
6000,50.4,0.030,-301922,0,15.95,42.7,383244
6500,50.0,0.030,-333372,0,15.97,42.8,383747
7000,49.4,0.030,-379231,0,16.00,42.8,384133
7500,51.2,0.030,-389912,0,16.02,42.8,384561
8000,48.6,0.030,-452396,0,16.05,42.8,384929
8500,51.6,0.030,-465227,0,16.09,42.8,385328
9000,49.2,0.030,-508198,0,16.12,42.9,385666
9500,49.8,0.030,-548836,0,16.15,42.9,386076
10000,51.2,0.030,-570902,0,16.18,42.9,386532
