Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,52.2,0.379,-12786,0,12.70,37.9,153013
1000,50.2,0.378,-48729,0,12.63,37.8,155174
1500,48.8,0.376,-99733,0,12.56,37.7,157348
2000,46.2,0.375,-216193,0,12.49,37.6,159469
2500,48.6,0.373,-285189,0,12.42,37.6,161650
3000,48.2,0.372,-358849,0,12.35,37.5,163761
3500,48.4,0.371,-439040,0,12.29,37.4,165840
4000,48.2,0.369,-507477,0,12.24,37.4,167854
4500,49.4,0.368,-569045,0,12.18,37.3,170119
5000,48.4,0.366,-648775,0,12.12,37.3,172232
5500,51.8,0.365,-651808,0,12.05,37.2,174565
6000,48.2,0.363,-709857,0,12.01,37.2,176419
6500,49.8,0.362,-760614,0,11.97,37.2,178399
7000,46.0,0.360,-871972,0,11.94,37.2,180391
7500,48.6,0.359,-928054,0,11.90,37.1,182383
8000,47.2,0.357,-1010277,0,11.86,37.1,184320
8500,44.0,0.356,-1154436,0,11.83,37.1,186216
9000,51.2,0.354,-1177632,0,11.79,37.1,188158
9500,46.2,0.353,-1290342,0,11.75,37.0,190218
10000,48.4,0.351,-1362533,0,11.73,37.1,191982
