Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,53.6,0.086,26904,0,12.42,39.3,313969
1000,50.8,0.082,-4532,0,12.44,39.3,314784
1500,48.4,0.078,-64071,0,12.46,39.3,315484
2000,48.0,0.074,-131405,0,12.48,39.3,316312
2500,49.8,0.070,-160668,0,12.50,39.4,317027
3000,50.4,0.066,-186791,0,12.53,39.4,317781
3500,48.6,0.062,-239065,0,12.55,39.4,318556
4000,51.2,0.058,-243508,0,12.58,39.5,319293
4500,50.4,0.054,-278848,0,12.60,39.5,320024
5000,46.8,0.050,-364615,0,12.62,39.5,320683
5500,49.8,0.045,-412639,0,12.65,39.6,321307
6000,47.4,0.040,-492611,0,12.68,39.6,322011
6500,54.0,0.036,-455953,0,12.71,39.6,322660
7000,47.6,0.031,-525881,0,12.73,39.7,323308
7500,53.0,0.030,-511211,0,12.76,39.7,323986
8000,51.2,0.030,-527991,0,12.78,39.7,324554
8500,49.6,0.030,-570239,0,12.82,39.8,325179
9000,54.4,0.030,-531937,0,12.85,39.8,325718
9500,54.8,0.030,-483383,0,12.88,39.8,326337
10000,48.8,0.030,-538663,0,12.92,39.9,326939
