Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,66.4,0.050,239278,0,11.62,45.0,70137
1000,66.2,0.050,472060,0,11.76,45.2,70458
1500,67.8,0.050,730693,0,11.89,45.3,70848
2000,64.0,0.050,921388,0,12.00,45.4,71303
2500,68.8,0.050,1197961,0,12.12,45.5,71708
3000,64.2,0.050,1396428,0,12.25,45.7,72024
3500,69.4,0.050,1688053,0,12.37,45.7,72420
4000,66.0,0.050,1918337,0,12.49,45.8,72787
4500,67.0,0.050,2166877,0,12.61,45.9,73149
5000,62.6,0.050,2340615,0,12.72,46.1,73566
5500,62.8,0.050,2509455,0,12.84,46.1,73955
6000,65.8,0.050,2734463,0,12.95,46.2,74373
6500,64.4,0.050,2941628,0,13.07,46.3,74709
7000,68.6,0.050,3223845,0,13.19,46.4,75019
7500,64.4,0.050,3429489,0,13.31,46.6,75340
8000,66.4,0.050,3671208,0,13.43,46.6,75639
8500,60.6,0.050,3811623,0,13.55,46.7,75928
9000,63.0,0.050,3989797,0,13.67,46.8,76236
9500,66.8,0.050,4232624,0,13.80,46.9,76565
10000,68.6,0.050,4503792,0,13.92,47.1,76898
