Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,52.0,0.030,-7362,0,14.04,41.1,350321
1000,50.6,0.030,-28620,0,14.07,41.1,350838
1500,48.8,0.030,-90757,0,14.10,41.2,351340
2000,49.4,0.030,-133022,0,14.13,41.2,351864
2500,48.8,0.030,-189239,0,14.15,41.2,352472
3000,48.6,0.030,-252454,0,14.17,41.2,352924
3500,50.6,0.030,-282480,0,14.20,41.3,353491
4000,52.8,0.030,-269879,0,14.22,41.3,354039
4500,49.4,0.030,-317616,0,14.26,41.3,354511
5000,52.0,0.030,-315201,0,14.29,41.3,355020
5500,50.6,0.030,-335956,0,14.32,41.4,355481
6000,54.0,0.030,-295802,0,14.35,41.4,356017
6500,57.2,0.030,-205968,0,14.39,41.4,356500
7000,52.8,0.030,-183771,0,14.41,41.4,357018
7500,48.2,0.030,-243033,0,14.44,41.5,357528
8000,49.6,0.030,-271240,0,14.47,41.5,358029
8500,48.0,0.030,-337844,0,14.49,41.5,358695
9000,46.6,0.030,-424910,0,14.52,41.5,359209
9500,51.8,0.030,-438867,0,14.54,41.5,359685
10000,51.2,0.030,-450142,0,14.57,41.6,360217
