Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,64.0,0.104,195359,0,9.10,42.3,60377
1000,64.6,0.092,396233,0,9.23,42.5,60992
1500,62.8,0.078,570988,0,9.36,42.6,61544
2000,66.2,0.064,804552,0,9.49,42.8,62096
2500,63.4,0.053,986552,0,9.61,42.9,62748
3000,63.2,0.050,1169198,0,9.74,43.1,63286
3500,66.6,0.050,1406599,0,9.88,43.3,63748
4000,66.6,0.050,1645993,0,10.00,43.4,64294
4500,68.8,0.050,1924210,0,10.13,43.5,64759
5000,67.6,0.050,2180624,0,10.25,43.7,65270
5500,70.2,0.050,2479859,0,10.37,43.8,65774
6000,64.6,0.050,2680315,0,10.50,43.9,66256
6500,63.4,0.050,2868039,0,10.62,44.0,66722
7000,67.4,0.050,3119330,0,10.75,44.1,67164
7500,66.2,0.050,3359752,0,10.86,44.2,67675
8000,67.8,0.050,3619888,0,11.00,44.4,68078
8500,66.8,0.050,3863562,0,11.12,44.6,68473
9000,70.6,0.050,4176296,0,11.25,44.7,68909
9500,68.6,0.050,4454613,0,11.37,44.8,69318
10000,65.2,0.050,4675707,0,11.50,45.0,69686
