Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,47.0,0.030,-79192,0,14.59,41.6,360709
1000,49.6,0.030,-118892,0,14.62,41.6,361208
1500,50.4,0.030,-143156,0,14.65,41.7,361708
2000,47.8,0.030,-220039,0,14.68,41.7,362151
2500,48.8,0.030,-276115,0,14.70,41.7,362618
3000,50.0,0.030,-298534,0,14.74,41.7,363077
3500,47.6,0.030,-359325,0,14.76,41.8,363550
4000,51.2,0.030,-372094,0,14.78,41.8,364046
4500,48.4,0.030,-424857,0,14.81,41.8,364561
5000,49.2,0.030,-470252,0,14.83,41.8,364995
5500,48.0,0.030,-541438,0,14.86,41.9,365488
6000,46.2,0.030,-651263,0,14.89,41.9,365910
6500,45.6,0.030,-747948,0,14.92,41.9,366418
7000,50.4,0.030,-772125,0,14.95,41.9,366813
7500,50.6,0.030,-792549,0,14.97,42.0,367270
8000,50.6,0.030,-821154,0,15.00,42.0,367639
8500,49.4,0.030,-871318,0,15.02,42.0,368196
9000,53.2,0.030,-844697,0,15.05,42.0,368636
9500,53.4,0.030,-829127,0,15.07,42.0,369122
10000,52.6,0.030,-819038,0,15.10,42.1,369549
