Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,46.2,0.030,-98338,0,16.74,43.3,395270
1000,47.0,0.030,-183523,0,16.77,43.3,395670
1500,51.0,0.030,-199485,0,16.80,43.3,396067
2000,50.0,0.030,-234591,0,16.83,43.3,396512
2500,46.4,0.030,-324481,0,16.85,43.3,397002
3000,46.6,0.030,-423067,0,16.88,43.3,397410
3500,52.0,0.030,-437329,0,16.90,43.4,397886
4000,47.4,0.030,-517815,0,16.93,43.4,398259
4500,54.8,0.030,-470115,0,16.96,43.4,398637
5000,47.8,0.030,-533258,0,16.98,43.4,399003
5500,50.8,0.030,-563299,0,17.01,43.4,399489
6000,44.4,0.030,-686169,0,17.04,43.4,399913
6500,47.4,0.030,-765293,0,17.07,43.5,400279
7000,51.2,0.030,-773188,0,17.10,43.5,400670
