Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,49.0,0.350,-59101,0,11.68,37.0,194117
1000,47.2,0.348,-142070,0,11.66,37.0,195737
1500,46.8,0.346,-242499,0,11.65,37.0,197538
2000,48.2,0.345,-319136,0,11.61,36.9,199513
2500,46.4,0.343,-422434,0,11.59,36.9,201150
3000,49.2,0.341,-485210,0,11.57,36.9,202918
3500,44.4,0.339,-609229,0,11.55,36.9,204515
4000,48.8,0.338,-680369,0,11.54,36.9,206199
4500,45.8,0.336,-793924,0,11.52,36.9,207929
5000,46.2,0.334,-903638,0,11.51,36.9,209552
5500,50.6,0.332,-940015,0,11.50,36.9,211147
6000,50.0,0.330,-981667,0,11.49,37.0,212756
6500,48.6,0.328,-1054378,0,11.48,37.0,214206
7000,45.8,0.326,-1176015,0,11.47,37.0,215720
7500,49.8,0.324,-1225204,0,11.47,37.0,217274
8000,51.6,0.322,-1244842,0,11.46,37.0,218767
8500,48.6,0.320,-1308348,0,11.45,37.0,220334
9000,50.2,0.318,-1355229,0,11.44,37.0,221983
9500,53.4,0.316,-1347693,0,11.45,37.0,223198
10000,52.0,0.314,-1358769,0,11.44,37.0,224853
