Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,63.0,0.050,182591,0,16.33,48.6,82820
1000,64.2,0.050,382671,0,16.45,48.7,83037
1500,66.0,0.050,618819,0,16.57,48.7,83254
2000,65.2,0.050,834813,0,16.69,48.9,83468
2500,66.0,0.050,1061707,0,16.80,49.0,83701
3000,64.6,0.050,1270278,0,16.92,49.0,83903
3500,64.2,0.050,1472198,0,17.03,49.1,84149
4000,66.0,0.050,1704745,0,17.14,49.1,84392
4500,65.0,0.050,1920496,0,17.24,49.2,84628
5000,66.8,0.050,2166618,0,17.35,49.2,84862
5500,65.2,0.050,2382948,0,17.47,49.3,85082
6000,72.2,0.050,2725045,0,17.58,49.3,85304
6500,65.2,0.050,2940892,0,17.69,49.4,85550
7000,67.6,0.050,3205925,0,17.79,49.5,85795
7500,63.4,0.050,3388760,0,17.90,49.5,86035
8000,64.6,0.050,3593914,0,18.01,49.6,86256
8500,63.4,0.050,3776708,0,18.12,49.6,86493
9000,61.6,0.050,3924788,0,18.22,49.7,86748
9500,65.2,0.050,4140947,0,18.32,49.7,87000
10000,65.2,0.050,4365916,0,18.42,49.8,87236
