Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,52.6,0.215,-2086,0,11.74,38.0,276219
1000,50.2,0.212,-46970,0,11.76,38.1,277221
1500,49.6,0.209,-100278,0,11.77,38.1,278197
2000,44.0,0.206,-250466,0,11.78,38.1,279303
2500,48.0,0.203,-341310,0,11.80,38.2,280294
3000,49.8,0.200,-390384,0,11.82,38.2,281257
3500,49.0,0.197,-460882,0,11.83,38.2,282356
4000,49.2,0.194,-521009,0,11.86,38.3,283328
4500,46.6,0.191,-622343,0,11.87,38.3,284475
5000,46.6,0.188,-728586,0,11.88,38.3,285511
5500,46.2,0.186,-837062,0,11.90,38.3,286543
6000,49.0,0.182,-891279,0,11.91,38.4,287473
6500,48.8,0.179,-947647,0,11.93,38.4,288426
7000,50.8,0.176,-978223,0,11.94,38.4,289443
7500,47.8,0.174,-1053050,0,11.95,38.4,290581
8000,44.8,0.171,-1183135,0,11.96,38.5,291597
8500,46.6,0.168,-1274851,0,11.98,38.5,292667
9000,48.0,0.165,-1366025,0,12.00,38.5,293613
9500,47.4,0.161,-1454537,0,12.01,38.6,294536
10000,48.8,0.159,-1516023,0,12.03,38.6,295563
