Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,54.0,0.030,48640,0,13.51,40.5,339370
1000,47.8,0.030,-18247,0,13.54,40.6,339959
1500,50.0,0.030,-52695,0,13.56,40.6,340549
2000,50.2,0.030,-90938,0,13.59,40.6,341081
2500,50.6,0.030,-117978,0,13.62,40.7,341619
3000,50.4,0.030,-154832,0,13.64,40.7,342257
3500,48.6,0.030,-218248,0,13.67,40.7,342747
4000,49.0,0.030,-272813,0,13.69,40.8,343261
4500,49.6,0.030,-304238,0,13.72,40.8,343784
5000,51.6,0.030,-305102,0,13.75,40.8,344380
5500,52.2,0.030,-294408,0,13.78,40.8,344885
6000,44.2,0.030,-428994,0,13.81,40.8,345480
6500,46.4,0.030,-514719,0,13.84,40.9,346002
7000,54.4,0.030,-467838,0,13.86,40.9,346538
7500,49.2,0.030,-521459,0,13.88,40.9,347071
8000,52.2,0.030,-516735,0,13.91,41.0,347620
8500,50.2,0.030,-537038,0,13.94,41.0,348189
9000,48.6,0.030,-587745,0,13.96,41.0,348710
9500,51.6,0.030,-598675,0,13.98,41.0,349231
10000,53.4,0.030,-569167,0,14.02,41.1,349696
