Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,46.6,0.030,-91107,0,12.94,39.9,327636
1000,50.6,0.030,-111160,0,12.96,39.9,328198
1500,47.4,0.030,-177773,0,13.00,40.0,328838
2000,47.4,0.030,-274755,0,13.02,40.0,329479
2500,50.4,0.030,-306829,0,13.05,40.0,330075
3000,47.8,0.030,-386227,0,13.08,40.1,330682
3500,51.4,0.030,-399694,0,13.11,40.1,331330
4000,50.0,0.030,-436475,0,13.13,40.2,331952
4500,51.6,0.030,-438946,0,13.17,40.2,332485
5000,50.2,0.030,-454221,0,13.19,40.2,333183
5500,50.4,0.030,-488857,0,13.22,40.2,333855
6000,51.6,0.030,-489821,0,13.24,40.3,334447
6500,46.0,0.030,-590615,0,13.27,40.3,335030
7000,50.2,0.030,-628116,0,13.30,40.3,335496
7500,48.8,0.030,-684999,0,13.33,40.4,336085
8000,52.0,0.030,-690855,0,13.36,40.4,336666
8500,49.0,0.030,-744658,0,13.39,40.4,337204
9000,46.6,0.030,-834755,0,13.42,40.4,337712
9500,48.8,0.030,-892349,0,13.45,40.5,338232
10000,47.8,0.030,-969225,0,13.48,40.5,338779
