Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,47.8,0.156,-80788,0,12.04,38.6,296586
1000,46.0,0.152,-189316,0,12.06,38.6,297519
1500,48.8,0.149,-250978,0,12.07,38.6,298501
2000,46.4,0.146,-359468,0,12.09,38.7,299488
2500,47.2,0.143,-451103,0,12.10,38.7,300488
3000,53.8,0.140,-427444,0,12.12,38.7,301415
3500,49.2,0.137,-488871,0,12.13,38.8,302406
4000,46.8,0.133,-590977,0,12.15,38.8,303255
4500,46.6,0.130,-690396,0,12.17,38.8,304237
5000,53.2,0.127,-662765,0,12.19,38.9,305094
5500,49.4,0.123,-725919,0,12.21,38.9,305952
6000,53.2,0.119,-702180,0,12.23,38.9,306690
6500,50.0,0.116,-736697,0,12.25,39.0,307568
7000,49.0,0.112,-799511,0,12.27,39.0,308330
7500,52.0,0.108,-798461,0,12.30,39.0,309145
8000,55.6,0.105,-728573,0,12.31,39.1,310025
8500,53.0,0.101,-710522,0,12.33,39.1,310806
9000,50.0,0.097,-746711,0,12.35,39.1,311622
9500,49.8,0.094,-782384,0,12.37,39.2,312398
10000,47.0,0.090,-862576,0,12.39,39.2,313202
