Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,66.2,0.050,234097,0,14.03,47.1,77234
1000,65.6,0.050,453572,0,14.15,47.2,77540
1500,65.6,0.050,671937,0,14.27,47.3,77856
2000,65.0,0.050,881509,0,14.39,47.3,78132
2500,67.0,0.050,1130955,0,14.51,47.4,78412
3000,61.0,0.050,1271836,0,14.63,47.5,78706
3500,67.0,0.050,1518297,0,14.74,47.6,79037
4000,64.6,0.050,1725895,0,14.87,47.7,79231
4500,64.6,0.050,1934960,0,15.00,47.8,79482
5000,61.8,0.050,2090481,0,15.12,47.9,79721
5500,69.8,0.050,2390359,0,15.24,47.9,79968
6000,65.4,0.050,2607759,0,15.36,48.0,80261
6500,67.8,0.050,2870795,0,15.47,48.1,80534
7000,64.4,0.050,3078290,0,15.58,48.2,80829
7500,64.6,0.050,3289083,0,15.68,48.2,81123
8000,64.4,0.050,3492204,0,15.79,48.3,81422
8500,66.4,0.050,3728444,0,15.91,48.4,81680
9000,64.4,0.050,3932866,0,16.01,48.5,81976
9500,63.4,0.050,4115283,0,16.12,48.5,82256
10000,62.6,0.050,4292915,0,16.23,48.6,82516
