Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,50.0,0.030,-37174,0,15.12,42.1,370023
1000,48.6,0.030,-96337,0,15.15,42.1,370482
1500,52.4,0.030,-92615,0,15.18,42.1,370927
2000,53.8,0.030,-70877,0,15.20,42.2,371366
2500,48.2,0.030,-143692,0,15.23,42.2,371779
3000,52.8,0.030,-124208,0,15.25,42.2,372232
3500,51.4,0.030,-137312,0,15.28,42.2,372667
4000,50.4,0.030,-161375,0,15.30,42.2,373100
4500,50.4,0.030,-190062,0,15.33,42.3,373603
5000,54.6,0.030,-142156,0,15.36,42.3,374019
5500,53.0,0.030,-118411,0,15.39,42.3,374452
6000,49.2,0.030,-169737,0,15.41,42.3,374852
6500,51.6,0.030,-155281,0,15.44,42.4,375247
7000,49.6,0.030,-203599,0,15.47,42.4,375666
7500,50.4,0.030,-226617,0,15.50,42.4,376099
8000,49.0,0.030,-276828,0,15.52,42.4,376546
8500,50.2,0.030,-306124,0,15.55,42.4,376912
9000,50.6,0.030,-320875,0,15.58,42.5,377396
9500,52.0,0.030,-334027,0,15.60,42.5,377872
10000,50.2,0.030,-366940,0,15.62,42.5,378306
