Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,66.0,0.305,227178,0,6.25,37.8,44968
1000,68.0,0.298,484105,0,6.41,38.0,46002
1500,62.6,0.290,646747,0,6.56,38.3,47010
2000,63.8,0.283,833596,0,6.70,38.5,47985
2500,67.2,0.274,1079008,0,6.85,38.8,48919
3000,69.2,0.266,1360710,0,6.99,39.1,49832
3500,59.4,0.257,1473483,0,7.13,39.4,50678
4000,65.4,0.248,1690034,0,7.28,39.6,51485
4500,66.8,0.239,1934590,0,7.42,39.8,52311
5000,65.4,0.230,2146467,0,7.56,40.0,53104
5500,64.0,0.220,2342967,0,7.70,40.3,53857
6000,62.0,0.210,2502734,0,7.83,40.5,54654
6500,67.6,0.199,2765478,0,7.97,40.7,55337
7000,66.2,0.188,3003548,0,8.12,40.9,56003
7500,69.6,0.176,3293536,0,8.26,41.2,56653
8000,66.8,0.165,3540921,0,8.39,41.4,57336
8500,66.2,0.153,3778871,0,8.54,41.6,57928
9000,65.4,0.140,3995013,0,8.68,41.8,58528
9500,69.8,0.128,4284873,0,8.83,42.0,59119
10000,69.0,0.115,4564190,0,8.97,42.2,59725
