Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,50.2,0.312,-37936,0,11.43,37.0,226419
1000,53.6,0.310,-23292,0,11.43,37.0,227942
1500,47.2,0.308,-124555,0,11.42,37.0,229450
2000,49.8,0.306,-174567,0,11.43,37.1,230769
2500,49.0,0.304,-249332,0,11.43,37.1,232221
3000,49.4,0.302,-310318,0,11.43,37.1,233490
3500,49.4,0.299,-360188,0,11.43,37.2,234814
4000,44.6,0.297,-498945,0,11.43,37.2,236272
4500,49.2,0.295,-554969,0,11.43,37.2,237642
5000,49.4,0.293,-603761,0,11.42,37.2,239116
5500,51.4,0.291,-626764,0,11.43,37.2,240456
6000,50.2,0.289,-670410,0,11.44,37.2,241770
6500,44.0,0.286,-817813,0,11.44,37.2,243107
7000,49.6,0.284,-859323,0,11.46,37.3,244300
7500,52.0,0.281,-866854,0,11.46,37.3,245603
8000,45.8,0.279,-980742,0,11.47,37.3,246879
8500,45.0,0.277,-1113880,0,11.47,37.3,248263
9000,46.4,0.275,-1220374,0,11.47,37.3,249673
9500,44.0,0.272,-1356303,0,11.49,37.4,250796
10000,49.8,0.270,-1396870,0,11.50,37.4,251974
