Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,50.4,0.399,-32615,0,17.65,47.8,91909
1000,50.0,0.399,-68847,0,17.09,46.3,95816
1500,50.0,0.398,-100446,0,16.55,45.1,99979
2000,54.0,0.397,-79109,0,16.03,43.9,104157
2500,47.0,0.396,-176173,0,15.61,43.0,108024
3000,51.0,0.395,-209857,0,15.31,42.4,111196
3500,46.2,0.395,-307413,0,15.01,41.8,114541
4000,50.8,0.394,-335894,0,14.71,41.1,117899
4500,46.8,0.393,-433299,0,14.46,40.7,121187
5000,47.6,0.392,-513098,0,14.21,40.2,124375
5500,46.0,0.391,-632968,0,14.03,39.9,127148
6000,49.0,0.390,-697344,0,13.83,39.6,130074
6500,52.0,0.389,-705903,0,13.68,39.3,132626
7000,46.4,0.387,-812046,0,13.52,39.1,135314
7500,50.6,0.386,-836808,0,13.37,38.8,138147
8000,49.4,0.385,-893386,0,13.24,38.6,140688
8500,46.8,0.384,-987465,0,13.11,38.4,143266
9000,48.6,0.383,-1054064,0,13.00,38.2,145732
9500,44.8,0.382,-1186130,0,12.89,38.1,148293
10000,50.2,0.380,-1217126,0,12.79,38.0,150716
