Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,45.8,0.267,-126737,0,11.52,37.5,253253
1000,48.0,0.265,-203569,0,11.53,37.5,254421
1500,43.4,0.262,-361155,0,11.53,37.5,255761
2000,47.0,0.260,-449576,0,11.54,37.5,256990
2500,49.8,0.258,-494791,0,11.55,37.6,258210
3000,48.2,0.255,-565667,0,11.56,37.6,259431
3500,45.8,0.252,-676937,0,11.57,37.6,260545
4000,49.0,0.250,-742701,0,11.58,37.7,261757
4500,46.4,0.247,-846261,0,11.60,37.7,262855
5000,48.8,0.245,-923413,0,11.61,37.7,264004
5500,47.8,0.242,-1008006,0,11.62,37.8,265201
6000,45.2,0.239,-1147157,0,11.63,37.8,266351
6500,50.4,0.237,-1181365,0,11.64,37.8,267571
7000,48.6,0.234,-1252949,0,11.64,37.8,268748
7500,48.0,0.232,-1324141,0,11.66,37.9,269885
8000,48.6,0.229,-1395734,0,11.67,37.9,270976
8500,47.8,0.226,-1465375,0,11.69,37.9,272039
9000,48.6,0.224,-1531217,0,11.70,38.0,273186
9500,50.0,0.221,-1563043,0,11.71,38.0,274203
10000,50.8,0.218,-1590134,0,11.73,38.0,275224
