Batalhas,WinRate_Bloco,Epsilon,Reward,Ghost_Battles,Visitas_Est,Confianca
500,63.4,0.050,249299,0,16.32,47.1
1000,62.8,0.050,484807,0,16.43,47.1
1500,61.4,0.050,692857,0,16.53,47.2
2000,67.6,0.050,1015042,0,16.64,47.3
2500,60.4,0.050,1207255,0,16.75,47.3
3000,63.6,0.050,1459908,0,16.86,47.4
3500,63.8,0.050,1707932,0,16.96,47.4
4000,63.6,0.050,1953668,0,17.07,47.5
4500,63.2,0.050,2198184,0,17.17,47.6
5000,67.4,0.050,2508199,0,17.27,47.6
5500,66.8,0.050,2818606,0,17.37,47.7
6000,62.8,0.050,3059729,0,17.47,47.7
6500,64.0,0.050,3310472,0,17.59,47.8
7000,63.0,0.050,3550203,0,17.69,47.8
7500,64.4,0.050,3809429,0,17.80,47.9
8000,65.2,0.050,4091369,0,17.89,48.0
8500,63.8,0.050,4343439,0,17.98,48.0
9000,66.0,0.050,4634251,0,18.10,48.1
9500,66.8,0.050,4940816,0,18.20,48.2
10000,63.6,0.050,5184089,0,18.30,48.2
