Batalhas,WinRate_Bloco,Epsilon,Reward,Ghost_Battles
500,50.0,0.030,27923,0
1000,49.2,0.030,45734,0
1500,45.6,0.030,11826,0
2000,50.8,0.030,54510,0
2500,49.6,0.030,81963,0
3000,46.0,0.030,62747,0
3500,53.6,0.030,142342,0
4000,44.4,0.030,101468,0
4500,50.2,0.030,125120,0
4623,50.4,0.030,135628,0
