Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,56.70,567,433,320584,0.2170,7.82,39.00,-349,11,0.50,3.01,37.9,0,120444,115
2000,60.50,605,395,322946,0.2140,7.90,39.09,-304,19,0.46,3.18,38.8,0,121370,235
3000,55.40,554,446,325209,0.2110,7.98,39.21,-355,18,0.55,2.99,38.3,3,122258,352
4000,57.50,575,425,327647,0.2080,8.05,39.31,-309,16,0.49,3.11,38.4,2,123215,481
5000,57.70,577,423,329795,0.2050,8.12,39.43,-299,19,0.49,3.21,37.7,1,124058,609
6000,56.20,562,438,331859,0.2020,8.20,39.54,-322,15,0.51,3.10,39.0,2,124869,763
7000,58.30,583,417,334075,0.1990,8.27,39.64,-298,14,1.11,3.15,37.0,0,125739,913
8000,59.40,594,406,336267,0.1960,8.33,39.73,-296,13,0.52,3.20,35.0,0,126599,1070
9000,57.90,579,421,338499,0.1930,8.41,39.82,-315,12,0.46,3.11,39.4,3,127475,1231
10000,59.10,591,409,340518,0.1900,8.48,39.90,-285,18,0.46,3.24,37.9,1,128268,1423
