Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,68.90,689,311,444638,0.0500,13.26,44.03,-177,11,0.42,3.44,39.9,3,169148,113
2000,64.40,644,356,445733,0.0500,13.31,44.07,-178,16,0.50,3.51,36.8,1,169578,236
3000,67.10,671,329,446723,0.0500,13.37,44.11,-186,20,0.48,3.47,36.8,0,169967,356
4000,68.40,684,316,447677,0.0500,13.44,44.14,-149,13,0.48,3.56,36.4,0,170341,480
5000,63.00,630,370,448804,0.0500,13.50,44.18,-206,18,0.49,3.48,42.2,5,170784,620
6000,67.50,675,325,449928,0.0500,13.57,44.21,-165,15,0.48,3.55,39.9,1,171225,746
7000,70.80,708,292,450978,0.0500,13.63,44.24,-124,20,0.44,3.64,39.1,0,171638,870
8000,66.90,669,331,452076,0.0500,13.70,44.30,-171,18,0.34,3.51,40.7,2,172069,1007
9000,67.40,674,326,453083,0.0500,13.76,44.34,-168,11,0.34,3.49,37.0,1,172465,1124
10000,67.30,673,327,454168,0.0500,13.82,44.37,-166,12,0.47,3.52,41.3,4,172891,1338
