Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,66.40,664,336,422107,0.0500,11.97,43.18,-187,14,0.58,3.51,43.0,2,160301,157
2000,63.10,631,369,423311,0.0500,12.03,43.23,-201,18,0.57,3.45,37.4,1,160773,307
3000,63.90,639,361,424530,0.0500,12.10,43.28,-207,13,0.56,3.47,38.6,1,161252,462
4000,64.50,645,355,425728,0.0500,12.16,43.33,-191,13,0.54,3.47,36.5,0,161722,606
5000,64.20,642,358,426877,0.0500,12.22,43.38,-195,15,0.59,3.48,36.9,0,162173,758
6000,64.70,647,353,428086,0.0500,12.29,43.41,-180,11,0.56,3.47,42.4,1,162648,946
7000,66.90,669,331,429207,0.0500,12.36,43.46,-180,19,0.41,3.52,39.3,1,163088,1088
8000,65.10,651,349,430327,0.0500,12.43,43.48,-183,18,0.42,3.52,39.2,2,163528,1244
9000,69.10,691,309,431437,0.0500,12.49,43.53,-153,11,0.54,3.51,36.0,0,163963,1486
10000,67.20,672,328,432675,0.0500,12.56,43.58,-180,18,0.55,3.47,40.2,2,164450,1730
