Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,65.80,658,342,483397,0.0500,15.76,45.45,-170,11,0.50,3.52,40.0,2,184370,132
2000,69.70,697,303,484127,0.0500,15.82,45.48,-133,16,0.50,3.63,40.3,3,184656,264
3000,65.70,657,343,485011,0.0500,15.88,45.50,-169,20,0.50,3.50,38.3,1,185003,392
4000,68.70,687,313,485923,0.0500,15.94,45.52,-173,19,0.50,3.52,40.4,2,185362,531
5000,69.10,691,309,486722,0.0500,16.01,45.56,-142,17,0.52,3.57,41.4,3,185675,668
6000,66.40,664,336,487625,0.0500,16.07,45.59,-174,19,0.50,3.48,40.2,3,186030,809
7000,69.30,693,307,488455,0.0500,16.14,45.62,-162,18,0.50,3.52,42.1,2,186356,953
8000,70.30,703,297,489232,0.0500,16.20,45.66,-146,12,0.44,3.60,38.8,1,186661,1110
9000,68.80,688,312,490082,0.0500,16.26,45.69,-141,20,0.36,3.63,39.9,2,186995,1249
10000,66.80,668,332,490988,0.0500,16.32,45.73,-158,15,0.50,3.52,39.8,3,187350,1480
