Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,49.00,490,510,229041,0.3070,5.56,34.64,-431,19,0.47,2.81,38.9,3,84520,117
2000,53.30,533,467,232817,0.3040,5.65,34.90,-402,11,0.45,2.95,36.5,1,86002,228
3000,50.20,502,498,236749,0.3010,5.73,35.09,-425,15,0.47,2.86,35.5,1,87545,338
4000,52.20,522,478,240558,0.2980,5.81,35.30,-419,15,0.46,2.80,36.0,0,89039,453
5000,52.40,524,476,244317,0.2950,5.88,35.49,-403,15,0.46,2.89,35.3,0,90514,560
6000,54.90,549,451,248171,0.2920,5.96,35.67,-376,19,0.61,2.90,37.2,1,92027,678
7000,52.80,528,472,251783,0.2890,6.04,35.85,-390,14,0.45,2.97,37.4,2,93444,792
8000,50.90,509,491,255371,0.2860,6.12,36.04,-409,17,0.46,3.00,37.3,1,94852,920
9000,53.50,535,465,258866,0.2830,6.19,36.17,-376,20,0.47,3.04,35.8,1,96223,1054
10000,52.90,529,471,262301,0.2800,6.27,36.34,-407,19,0.46,2.91,36.7,0,97571,1207
