Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,45.40,454,546,19773,0.3970,2.00,15.24,-559,19,0.42,2.50,34.8,2,6831,100
2000,45.90,459,541,35052,0.3940,2.25,18.15,-548,12,0.50,2.62,34.5,1,12111,200
3000,46.50,465,535,48140,0.3910,2.49,20.16,-531,10,0.45,2.59,36.2,3,16636,313
4000,45.20,452,548,59773,0.3880,2.64,21.65,-537,20,0.47,2.65,32.7,0,20658,418
5000,46.30,463,537,70554,0.3850,2.83,22.94,-514,19,0.46,2.62,36.8,3,24386,535
6000,46.80,468,532,80157,0.3820,3.01,24.16,-519,10,0.45,2.58,36.8,3,27705,654
7000,46.40,464,536,89593,0.3790,3.17,25.13,-515,10,0.46,2.60,37.6,3,30970,797
8000,43.40,434,566,98216,0.3760,3.32,26.01,-542,16,0.49,2.58,36.6,2,33953,943
9000,46.70,467,533,106393,0.3730,3.44,26.92,-506,16,0.49,2.66,35.1,0,36781,1106
10000,46.50,465,535,114365,0.3700,3.55,27.51,-517,15,0.48,2.63,34.5,0,39539,1286
