Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,57.40,574,426,265468,0.2770,6.35,36.53,-354,13,0.51,2.98,37.3,1,98814,116
2000,57.50,575,425,268763,0.2740,6.42,36.68,-345,13,0.46,2.99,35.7,0,100107,224
3000,56.30,563,437,271838,0.2710,6.50,36.85,-363,12,0.48,2.97,35.3,0,101313,338
4000,58.20,582,418,274673,0.2680,6.59,37.03,-333,20,0.48,3.02,37.7,2,102425,463
5000,57.10,571,429,277713,0.2650,6.66,37.16,-345,20,0.39,3.02,35.6,0,103618,562
6000,57.20,572,428,280668,0.2620,6.74,37.29,-354,12,0.48,2.99,37.2,1,104778,682
7000,57.70,577,423,283368,0.2590,6.81,37.45,-334,11,0.48,3.13,35.4,0,105838,822
8000,57.30,573,427,286182,0.2560,6.89,37.57,-357,10,0.48,2.92,35.7,0,106942,1004
9000,56.20,562,438,289016,0.2530,6.96,37.69,-359,13,0.48,2.90,37.0,0,108054,1192
10000,56.50,565,435,291629,0.2500,7.04,37.84,-349,12,0.48,3.01,35.3,0,109079,1322
