Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,46.80,468,532,183123,0.3370,4.70,32.20,-479,12,0.48,2.75,35.8,0,66508,112
2000,49.70,497,503,188424,0.3340,4.78,32.49,-451,12,0.49,2.79,35.4,0,68588,227
3000,46.40,464,536,193423,0.3310,4.87,32.77,-463,15,0.53,2.79,35.7,1,70548,338
4000,51.00,510,490,198502,0.3280,4.95,33.03,-425,14,0.46,2.93,35.7,0,72541,453
5000,48.10,481,519,203375,0.3250,5.03,33.26,-470,13,0.46,2.73,35.8,0,74453,563
6000,51.00,510,490,208055,0.3220,5.12,33.51,-433,20,0.45,2.85,37.6,2,76289,682
7000,51.50,515,485,212228,0.3190,5.22,33.77,-416,12,0.46,2.91,36.9,1,77925,802
8000,50.20,502,498,216555,0.3160,5.30,33.97,-446,12,0.47,2.79,36.4,0,79622,938
9000,51.30,513,487,220844,0.3130,5.39,34.18,-428,17,0.46,2.84,36.9,2,81304,1080
10000,51.40,514,486,224900,0.3100,5.47,34.38,-428,10,0.46,2.88,35.3,1,82895,1234
