Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,67.20,672,328,433845,0.0500,12.62,43.61,-165,17,0.53,3.63,37.4,1,164909,130
2000,67.90,679,321,434916,0.0500,12.68,43.66,-162,11,0.57,3.54,38.3,1,165330,262
3000,68.40,684,316,436057,0.0500,12.74,43.70,-149,15,0.53,3.59,37.5,0,165778,399
4000,62.90,629,371,437169,0.0500,12.81,43.74,-223,10,0.51,3.36,38.3,1,166214,532
5000,70.00,700,300,438157,0.0500,12.87,43.79,-142,18,0.51,3.60,37.7,1,166602,667
6000,65.30,653,347,439208,0.0500,12.94,43.83,-192,13,0.51,3.39,37.5,2,167015,803
7000,67.80,678,322,440298,0.0500,13.00,43.86,-159,12,0.55,3.54,37.2,2,167443,980
8000,67.10,671,329,441460,0.0500,13.06,43.91,-180,11,0.46,3.44,39.7,2,167899,1153
9000,66.80,668,332,442493,0.0500,13.13,43.94,-179,19,0.47,3.51,38.2,2,168305,1319
10000,68.20,682,318,443546,0.0500,13.19,43.98,-166,16,0.47,3.56,38.5,1,168718,1510
