Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,60.40,604,396,362246,0.1558,9.22,40.76,-279,16,0.45,3.23,37.8,0,136798,113
2000,60.70,607,393,364097,0.1526,9.29,40.84,-261,11,0.45,3.30,38.6,2,137524,228
3000,60.70,607,393,365902,0.1493,9.36,40.89,-262,14,0.52,3.32,35.9,1,138233,338
4000,61.30,613,387,367748,0.1460,9.42,40.96,-263,18,0.38,3.21,37.6,0,138958,437
5000,61.50,615,385,369459,0.1425,9.49,41.04,-244,18,0.38,3.30,34.9,0,139629,533
6000,59.90,599,401,371249,0.1391,9.56,41.13,-290,15,0.36,3.21,39.8,3,140332,643
7000,61.60,616,384,372956,0.1356,9.64,41.19,-262,14,0.47,3.28,40.4,4,141003,778
8000,62.00,620,380,374644,0.1321,9.71,41.25,-253,14,0.46,3.31,41.3,4,141665,930
9000,59.20,592,408,376205,0.1282,9.79,41.32,-271,13,0.48,3.28,39.1,2,142278,1116
10000,62.50,625,375,377819,0.1245,9.86,41.39,-262,15,0.50,3.25,37.4,1,142912,1339
