Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,45.40,454,546,19773,0.3970,2.00,15.24,-559,19,0.42,2.50,34.8,2,6831,100
2000,45.90,459,541,35052,0.3940,2.25,18.15,-548,12,0.50,2.62,34.5,1,12111,200
3000,46.50,465,535,48140,0.3910,2.49,20.16,-531,10,0.45,2.59,36.2,3,16636,313
4000,45.20,452,548,59773,0.3880,2.64,21.65,-537,20,0.47,2.65,32.7,0,20658,418
5000,46.30,463,537,70554,0.3850,2.83,22.94,-514,19,0.46,2.62,36.8,3,24386,535
6000,46.80,468,532,80157,0.3820,3.01,24.16,-519,10,0.45,2.58,36.8,3,27705,654
7000,46.40,464,536,89593,0.3790,3.17,25.13,-515,10,0.46,2.60,37.6,3,30970,797
8000,43.40,434,566,98216,0.3760,3.32,26.01,-542,16,0.49,2.58,36.6,2,33953,943
9000,46.70,467,533,106393,0.3730,3.44,26.92,-506,16,0.49,2.66,35.1,0,36781,1106
10000,46.50,465,535,114365,0.3700,3.55,27.51,-517,15,0.48,2.63,34.5,0,39539,1286
11000,49.30,493,507,121928,0.3670,3.68,28.11,-504,18,0.48,2.61,37.4,3,42505,120
12000,48.30,483,517,129292,0.3640,3.81,28.61,-472,17,0.40,2.67,38.8,3,45393,225
13000,49.60,496,504,136456,0.3610,3.91,29.14,-469,20,0.33,2.71,36.6,1,48202,308
14000,49.80,498,502,143003,0.3580,4.01,29.57,-475,11,0.37,2.71,35.5,0,50770,398
15000,50.10,501,499,149312,0.3550,4.12,30.04,-483,12,0.47,2.68,35.9,0,53245,518
16000,50.70,507,493,155495,0.3520,4.23,30.48,-452,20,0.47,2.74,37.4,2,55670,657
17000,50.00,500,500,161216,0.3490,4.32,30.85,-456,10,0.49,2.69,34.8,0,57914,785
18000,51.10,511,489,166834,0.3460,4.42,31.25,-459,20,0.51,2.67,34.9,0,60118,935
19000,53.60,536,464,172116,0.3430,4.52,31.58,-433,12,0.49,2.82,35.7,1,62191,1123
20000,50.50,505,495,177682,0.3400,4.61,31.89,-453,16,0.48,2.73,37.3,1,64374,1324
21000,46.80,468,532,183123,0.3370,4.70,32.20,-479,12,0.48,2.75,35.8,0,66508,112
22000,49.70,497,503,188424,0.3340,4.78,32.49,-451,12,0.49,2.79,35.4,0,68588,227
23000,46.40,464,536,193423,0.3310,4.87,32.77,-463,15,0.53,2.79,35.7,1,70548,338
24000,51.00,510,490,198502,0.3280,4.95,33.03,-425,14,0.46,2.93,35.7,0,72541,453
25000,48.10,481,519,203375,0.3250,5.03,33.26,-470,13,0.46,2.73,35.8,0,74453,563
26000,51.00,510,490,208055,0.3220,5.12,33.51,-433,20,0.45,2.85,37.6,2,76289,682
27000,51.50,515,485,212228,0.3190,5.22,33.77,-416,12,0.46,2.91,36.9,1,77925,802
28000,50.20,502,498,216555,0.3160,5.30,33.97,-446,12,0.47,2.79,36.4,0,79622,938
29000,51.30,513,487,220844,0.3130,5.39,34.18,-428,17,0.46,2.84,36.9,2,81304,1080
30000,51.40,514,486,224900,0.3100,5.47,34.38,-428,10,0.46,2.88,35.3,1,82895,1234
31000,49.00,490,510,229041,0.3070,5.56,34.64,-431,19,0.47,2.81,38.9,3,84520,117
32000,53.30,533,467,232817,0.3040,5.65,34.90,-402,11,0.45,2.95,36.5,1,86002,228
33000,50.20,502,498,236749,0.3010,5.73,35.09,-425,15,0.47,2.86,35.5,1,87545,338
34000,52.20,522,478,240558,0.2980,5.81,35.30,-419,15,0.46,2.80,36.0,0,89039,453
35000,52.40,524,476,244317,0.2950,5.88,35.49,-403,15,0.46,2.89,35.3,0,90514,560
36000,54.90,549,451,248171,0.2920,5.96,35.67,-376,19,0.61,2.90,37.2,1,92027,678
37000,52.80,528,472,251783,0.2890,6.04,35.85,-390,14,0.45,2.97,37.4,2,93444,792
38000,50.90,509,491,255371,0.2860,6.12,36.04,-409,17,0.46,3.00,37.3,1,94852,920
39000,53.50,535,465,258866,0.2830,6.19,36.17,-376,20,0.47,3.04,35.8,1,96223,1054
40000,52.90,529,471,262301,0.2800,6.27,36.34,-407,19,0.46,2.91,36.7,0,97571,1207
41000,57.40,574,426,265468,0.2770,6.35,36.53,-354,13,0.51,2.98,37.3,1,98814,116
42000,57.50,575,425,268763,0.2740,6.42,36.68,-345,13,0.46,2.99,35.7,0,100107,224
43000,56.30,563,437,271838,0.2710,6.50,36.85,-363,12,0.48,2.97,35.3,0,101313,338
44000,58.20,582,418,274673,0.2680,6.59,37.03,-333,20,0.48,3.02,37.7,2,102425,463
45000,57.10,571,429,277713,0.2650,6.66,37.16,-345,20,0.39,3.02,35.6,0,103618,562
46000,57.20,572,428,280668,0.2620,6.74,37.29,-354,12,0.48,2.99,37.2,1,104778,682
47000,57.70,577,423,283368,0.2590,6.81,37.45,-334,11,0.48,3.13,35.4,0,105838,822
48000,57.30,573,427,286182,0.2560,6.89,37.57,-357,10,0.48,2.92,35.7,0,106942,1004
49000,56.20,562,438,289016,0.2530,6.96,37.69,-359,13,0.48,2.90,37.0,0,108054,1192
50000,56.50,565,435,291629,0.2500,7.04,37.84,-349,12,0.48,3.01,35.3,0,109079,1322
51000,55.50,555,445,294548,0.2470,7.11,37.95,-368,13,0.73,2.98,36.1,0,110225,181
52000,56.10,561,439,297474,0.2440,7.17,38.06,-352,13,0.66,3.01,36.5,0,111374,345
53000,61.00,610,390,300123,0.2410,7.25,38.19,-311,19,0.54,3.04,38.1,1,112413,484
54000,56.90,569,431,302849,0.2380,7.33,38.29,-360,11,0.45,2.97,37.8,1,113483,598
55000,58.10,581,419,305601,0.2350,7.40,38.38,-318,10,0.44,3.08,38.2,3,114563,715
56000,59.50,595,405,308291,0.2320,7.48,38.49,-334,14,0.46,3.06,39.1,0,115619,850
57000,55.50,555,445,310857,0.2290,7.55,38.58,-351,18,0.48,3.04,36.6,1,116626,983
58000,59.50,595,405,313260,0.2260,7.62,38.70,-320,19,0.55,3.12,35.3,0,117569,1154
59000,58.30,583,417,315746,0.2230,7.69,38.80,-314,18,0.55,3.15,36.0,0,118544,1354
60000,58.30,583,417,318063,0.2200,7.75,38.90,-315,17,0.47,3.15,34.1,0,119454,1505
61000,56.70,567,433,320584,0.2170,7.82,39.00,-349,11,0.50,3.01,37.9,0,120444,115
62000,60.50,605,395,322946,0.2140,7.90,39.09,-304,19,0.46,3.18,38.8,0,121370,235
63000,55.40,554,446,325209,0.2110,7.98,39.21,-355,18,0.55,2.99,38.3,3,122258,352
64000,57.50,575,425,327647,0.2080,8.05,39.31,-309,16,0.49,3.11,38.4,2,123215,481
65000,57.70,577,423,329795,0.2050,8.12,39.43,-299,19,0.49,3.21,37.7,1,124058,609
66000,56.20,562,438,331859,0.2020,8.20,39.54,-322,15,0.51,3.10,39.0,2,124869,763
67000,58.30,583,417,334075,0.1990,8.27,39.64,-298,14,1.11,3.15,37.0,0,125739,913
68000,59.40,594,406,336267,0.1960,8.33,39.73,-296,13,0.52,3.20,35.0,0,126599,1070
69000,57.90,579,421,338499,0.1930,8.41,39.82,-315,12,0.46,3.11,39.4,3,127475,1231
70000,59.10,591,409,340518,0.1900,8.48,39.90,-285,18,0.46,3.24,37.9,1,128268,1423
71000,63.20,632,368,342663,0.1870,8.55,40.00,-261,16,0.37,3.22,38.1,2,129111,98
72000,60.50,605,395,344579,0.1839,8.62,40.08,-278,15,0.50,3.21,34.2,0,129862,218
73000,60.80,608,392,346602,0.1809,8.68,40.16,-264,15,0.49,3.29,34.2,0,130656,333
74000,63.30,633,367,348685,0.1779,8.75,40.24,-284,20,0.48,3.19,39.2,1,131474,467
75000,62.10,621,379,350815,0.1749,8.81,40.33,-277,12,0.48,3.16,37.0,1,132310,596
76000,62.60,626,374,352832,0.1719,8.88,40.39,-265,16,0.49,3.21,37.7,0,133102,725
77000,62.60,626,374,354842,0.1689,8.96,40.47,-268,14,0.48,3.17,39.5,3,133891,886
78000,61.00,610,390,356661,0.1656,9.03,40.53,-249,20,0.49,3.32,36.9,2,134605,1028
79000,59.70,597,403,358686,0.1626,9.09,40.60,-289,11,0.50,3.21,36.6,1,135400,1197
80000,63.50,635,365,360402,0.1591,9.15,40.68,-249,11,0.49,3.26,35.1,0,136073,1310
81000,60.40,604,396,362246,0.1558,9.22,40.76,-279,16,0.45,3.23,37.8,0,136798,113
82000,60.70,607,393,364097,0.1526,9.29,40.84,-261,11,0.45,3.30,38.6,2,137524,228
83000,60.70,607,393,365902,0.1493,9.36,40.89,-262,14,0.52,3.32,35.9,1,138233,338
