Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,67.30,673,327,455157,0.0500,13.89,44.40,-150,19,0.45,3.58,42.0,5,173279,119
2000,67.10,671,329,456188,0.0500,13.96,44.44,-174,10,0.53,3.49,41.8,4,173684,246
3000,65.20,652,348,457194,0.0500,14.02,44.48,-187,20,0.47,3.43,38.5,2,174079,369
4000,66.70,667,333,458202,0.0500,14.08,44.52,-185,20,0.45,3.47,36.9,0,174475,483
5000,69.60,696,304,459127,0.0500,14.14,44.55,-139,11,0.48,3.65,37.1,0,174838,610
6000,68.30,683,317,460098,0.0500,14.21,44.59,-141,14,0.47,3.65,39.8,3,175219,734
7000,68.20,682,318,461099,0.0500,14.27,44.63,-164,19,0.84,3.50,37.9,1,175613,859
8000,67.90,679,321,462139,0.0500,14.33,44.66,-171,19,0.36,3.51,39.8,3,176021,1004
9000,66.00,660,340,463123,0.0500,14.39,44.71,-196,17,0.36,3.42,40.3,2,176408,1136
10000,67.90,679,321,463985,0.0500,14.45,44.74,-155,14,0.35,3.56,37.3,1,176746,1224
